"spp","ncells","nrecords","maxent810m","maxent25km","maxent50km","clippedMaxent810m","clippedMaxent25km","clippedMaxent50km","convexHull","occurrenceBUffer"
"Juncus hesperius",63,84,14100,78,37,10844,59,28,65268293361.0545,39618341695.89
"Juncus howellii",79,122,57939,157,58,27958,73,30,47540256662.0326,32640592979.298
"Juncus interior",4,5,95623,243,89,544,4,2,1208114.88580897,362818379.419128
"Juncus kelloggii",31,45,123924,296,100,33324,90,41,57495316605.3568,31455264421.3711
"Juncus laccatus",57,85,100531,211,75,52008,104,36,64095292007.5385,46467842169.3979
"Juncus leiospermus",62,165,24135,123,47,11807,36,15,15799151335.8997,12956447245.4563
"Juncus lescurii",70,106,14185,89,40,8933,46,24,26176506468.8986,21093397411.9035
"Juncus longistylis",34,48,125290,245,84,25762,71,27,46805263400.5274,25890255203.2955
"Juncus luciensis",41,83,192239,393,131,42557,103,41,187620070118.419,57106471227.4301
"Juncus macrandrus",138,199,113177,261,93,56314,135,47,98011024058.2315,78557304442.3561
"Juncus macrophyllus",351,514,118946,421,146,66739,146,55,100439185172.1,82055896936.3286
"Juncus mertensianus",210,275,47340,194,68,45055,160,56,114884056758.733,95525577482.9097
"Juncus mexicanus",508,643,355242,593,180,324944,572,172,343912661007.147,415443858357.104
"Juncus nevadensis",446,623,105294,241,84,101056,205,66,174443664281.417,158929290470.099
"Juncus nodosus",15,20,192298,320,102,19148,48,21,58734227181.2775,17813350349.6267
"Juncus occidentalis",248,345,204398,418,134,188041,329,99,252350360908.188,228617142837.908
"Juncus orthophyllus",236,328,128598,261,91,105425,204,70,200201224829.034,137948255660.284
"Juncus oxymeris",199,260,214778,414,134,149243,279,90,207165483097.277,186916388810.752
"Juncus parryi",277,370,44328,180,66,41359,150,53,123438952277.46,96376872470.9342
"Juncus patens",240,323,116786,325,109,89674,223,77,152442310521.236,136311107712.748
"Juncus phaeocephalus",181,243,47729,180,72,44144,142,53,183714981143.58,122860456994.697
"Juncus regelii",4,6,102920,256,89,2710,12,6,5729067822.45206,2323527428.16088
"Juncus rugulosus",242,342,150657,428,147,50056,106,38,61568983738.3072,49109296493.8894
"Juncus saximontanus",75,97,92631,270,98,27083,125,53,172498976979.034,71149647252.5184
"Juncus supiniformis",5,10,4880,37,20,188,4,2,11385893.9690555,603557592.870081
"Juncus tenuis",151,222,188783,365,116,131965,232,67,123657469121.689,118870152128.41
"Juncus textilis",140,205,50463,204,81,32326,73,25,31489759979.5729,41070353832.6922
"Juncus tiehmii",103,139,132081,363,133,54847,163,67,225798117606.261,100115375400.271
"Juncus torreyi",71,110,311381,498,153,107676,234,75,192879914601.018,115449573759.963
"Juncus triformis",50,87,256672,454,148,44954,108,39,76219303756.7846,50346032356.4728
"Juncus uncialis",40,55,123721,317,116,44581,106,42,68453935407.4043,37094530891.6956
"Juncus xiphioides",598,800,242900,469,150,235750,445,142,313912385448.956,377068043258.965
"Juniperus californica",794,1282,260170,446,133,199790,376,114,293037019098.764,253957435669.623
"Juniperus communis",204,301,49808,186,67,28446,91,34,70155572300.251,50934565998.9164
"Juniperus grandis",212,309,105227,232,80,57457,117,43,76757748746.6248,69389546578.0925
"Juniperus occidentalis",376,554,121628,256,95,111428,191,68,148376374280.172,138408965418.816
"Juniperus osteosperma",231,404,112896,302,108,54851,156,56,105672386853.965,78271531960.8352
"Justicia californica",251,482,131281,252,83,19574,41,16,21289585358.9441,21607156744.6886
"Kallstroemia californica",102,153,169509,262,82,53051,100,34,43742208169.6816,43989816488.6761
"Kalmia polifolia",276,404,43745,176,64,39266,128,46,121861353456.804,87378567197.0797
"Keckiella antirrhinoides",577,960,155412,368,113,39470,124,42,82414837727.2826,74520521757.0823
"Keckiella breviflora",532,777,264451,484,157,152131,290,95,170315568338.921,178431473835.962
"Keckiella cordifolia",627,1037,63843,233,87,43168,96,36,41880561172.571,65929851219.0922
"Keckiella corymbosa",258,412,162067,320,107,94138,172,59,93761568621.5759,97775567312.1478
"Keckiella lemmonii",261,387,101722,209,75,80131,144,48,82493777733.1661,86595653484.2622
"Keckiella rothrockii",165,306,89637,232,88,25705,69,25,42056858590.9347,31635332514.2108
"Keckiella ternata",323,523,77892,285,111,19880,59,23,36834427147.738,36489391750.8314
"Kelloggia galioides",483,678,146853,282,97,142297,250,80,199479967172.869,178253872194.35
"Kobresia myosuroides",8,24,10392,46,19,752,6,5,74432416.9598723,797202577.866839
"Kochia americana",45,67,99710,243,84,30022,85,33,59542430391.1702,33199796857.7344
"Kochia californica",58,104,155611,292,92,38456,87,34,68447905201.7037,33061692173.316
"Koeberlinia spinosa",12,28,7721,33,14,2053,11,5,1388960336.142,2383349486.93146
"Koeleria macrantha",869,1218,154429,436,158,150514,413,147,332546796456.931,375672414301.692
"Kopsiopsis hookeri",6,6,38325,128,47,3583,17,10,4693288339.42276,3508618604.97056
"Kopsiopsis strobilacea",107,135,147191,338,116,84831,171,62,216530264458.699,107795493251.717
"Krameria bicolor",423,641,169331,286,90,78380,132,42,68393567989.5535,80796853981.6841
"Krameria erecta",398,605,244301,359,112,116132,169,54,77932276239.7171,96198278702.2385
"Krascheninnikovia lanata",407,582,159006,289,98,118607,196,64,144003460841.783,127490209197.834
"Kyhosia bolanderi",101,145,75276,199,68,47956,108,34,62516682668.6745,53088627072.6914
"Lactuca biennis",9,19,73716,248,86,8159,32,13,10761758810.0257,6344835571.90615
"Lactuca tatarica",31,49,94850,297,105,27059,73,29,43329816686.6814,24862831737.4482
"Ladeania lanceolata",22,35,13454,80,29,2199,10,6,885265203.156653,2156554475.73431
"Laennecia coulteri",156,225,289942,454,137,180152,331,106,215253114955.924,188353558813.279
"Lagophylla dichotoma",5,21,78051,289,107,572,9,6,2561686804.6423,2199679911.5661
"Lagophylla glandulosa",111,172,62307,178,70,40018,85,29,68372399293.2807,46913454217.7669
"Lagophylla minor",77,139,80100,216,83,15221,36,14,15261652149.7221,12141473991.605
"Lagophylla ramosissima",520,708,275386,538,167,257200,451,136,285448024888.461,320142163088.755
"Landoltia punctata",6,7,157242,422,150,10025,38,19,82265796405.4831,14578009164.5365
"Langloisia setosissima",479,572,186073,285,92,147720,211,65,107283734584.603,134233730020.771
"Lappula redowskii",152,216,106609,249,87,54170,138,54,92696207654.1946,74680006715.9878
"Larrea tridentata",882,1420,192642,285,89,163904,246,75,144511121249.879,170061430889.894
"Lastarriaea coriacea",208,300,172051,416,131,108812,236,76,123514993091.928,132580279509.82
"Lasthenia burkei",27,39,9176,92,45,1536,13,6,1899944001.94959,2929326864.92027
"Lasthenia californica",742,1146,195644,410,144,191148,363,122,204511067217.158,280188794773.17
"Lasthenia chrysantha",25,50,62752,247,87,13979,37,16,13895339048.1915,11706587207.1328
"Lasthenia conjugens",44,89,69181,250,101,10913,37,18,26250381733.4396,12404376855.5377
"Lasthenia coronaria",272,433,73668,264,98,24554,55,21,21674256437.7731,30258419990.7254
"Lasthenia debilis",40,57,287058,448,133,24024,57,20,24749868844.7485,20034088009.6983
"Lasthenia ferrisiae",69,104,129749,345,108,42113,94,37,45510381165.3468,37052314649.1453
"Lasthenia fremontii",240,339,106994,309,108,75052,128,43,71795278494.3354,74423124426.6971
"Lasthenia glaberrima",174,242,138993,405,144,99512,208,67,141568030120.351,112339504802.766
"Lasthenia glabrata",293,466,248999,534,169,164359,312,97,200960954790.966,174527353126.671
"Lasthenia gracilis",999,1309,285102,464,140,229965,367,111,248116075329.638,303852861811.149
"Lasthenia leptalea",29,74,64959,279,103,4624,15,6,2071959067.9832,4175360211.36193
"Lasthenia maritima",3,4,1895,42,25,88,5,4,292436014.144732,1137202463.7539
"Lasthenia microglossa",101,143,245331,442,128,98859,208,71,154857614229.158,94336387776.8117
"Lasthenia minor",213,336,180707,429,136,93428,183,59,100368583042.452,108311756701.27
"Lasthenia platycarpha",49,68,89090,276,98,26445,67,24,21602563014.7648,19314087494.4089
"Lathrocasis tenerrima",5,6,7959,40,17,757,4,3,120668514.497346,944831756.327779
"Lathyrus biflorus",1,8,623355,744,213,494,4,2,5408.34102239633,321303594.968204
"Lathyrus brownii",35,49,88821,261,88,19758,65,25,26965413452.4394,20069369665.3888
"Lathyrus delnorticus",46,72,10620,42,19,3919,11,4,2283115465.89602,3920695186.97731
"Lathyrus glandulosus",11,16,19773,117,43,3510,11,5,1248353821.29287,2536296060.80137
"Lathyrus japonicus",16,30,1832,20,11,830,7,4,174760195.118748,1801126679.71222
"Lathyrus jepsonii",225,333,181616,388,128,157119,267,80,155398130245.298,169239593216.389
"Lathyrus lanszwertii",70,87,120160,278,95,76288,167,54,149402078845.195,84171024805.0309
"Lathyrus littoralis",61,91,6009,61,31,3991,32,18,24368577158.3279,18177245780.1621
"Lathyrus nevadensis",137,175,96256,196,70,74126,151,50,96678400937.5378,88934689232.8063
"Lathyrus palustris",17,27,3565,30,16,1587,14,10,4182384589.50338,3802832701.44542
"Lathyrus polyphyllus",31,31,82751,175,66,25995,52,19,19121214289.2512,19390745923.4548
"Lathyrus rigidus",14,25,42233,144,61,2266,7,3,1174793796.96734,2027636780.27255
"Lathyrus splendens",71,184,92564,281,98,5127,19,8,8763031076.79276,9481861111.6644
"Lathyrus sulphureus",297,406,154568,308,104,119598,209,68,133841016454.642,125826988256.54
"Lathyrus torreyi",41,47,47444,133,52,21932,57,24,30274401418.3629,23766036863.4003
"Lathyrus vestitus",1260,1749,205137,422,145,144178,298,103,231491247447.598,232292849932.797
"Layia carnosa",51,107,4802,56,27,2608,23,13,20975519478.5883,9827439474.36888
"Layia chrysanthemoides",161,265,128983,343,126,72087,145,50,67697165890.8242,69356471089.9315
"Layia discoidea",26,41,19582,155,69,974,5,2,300963101.27337,1439525978.52447
"Layia fremontii",164,238,92698,244,87,53105,97,35,38024105335.3528,44210746181.7247
"Layia gaillardioides",101,158,109514,349,129,31700,79,35,41178890520.2031,33546773877.0203
"Layia glandulosa",929,1349,232340,448,141,216309,416,131,329531456948.49,334174911172.284
"Layia heterotricha",105,228,138343,387,126,33480,70,26,42520624989.5649,34869173347.9538
"Layia hieracioides",138,249,44414,166,70,27827,74,29,40852310875.0446,41059278458.1405
"Layia jonesii",35,78,9496,58,25,1151,5,2,520061476.644863,1768982498.73945
"Layia leucopappa",18,38,22130,141,54,1447,6,2,262303423.645286,1227472917.33745
"Layia munzii",38,87,80865,238,81,17278,38,17,28480951048.6325,18088539222.8379
"Layia pentachaeta",170,275,248729,459,140,66301,120,41,56511406432.1116,57645622905.0375
"Layia platyglossa",854,1476,188639,438,143,166857,316,107,187601664241.678,235380944164.208
"Layia septentrionalis",59,113,104626,290,106,14452,35,12,9234243382.13569,11017508372.8654
"Leersia oryzoides",137,188,137244,391,135,89022,212,72,191864158236.311,125983156705.363
"Legenere limosa",30,50,104819,281,104,25372,63,25,28713646252.6455,18456412879.3539
"Lemna aequinoctialis",4,4,14261,161,72,1511,7,2,541748457.810161,1512840080.3687
"Lemna gibba",109,156,107969,373,133,89737,255,95,347768062255.105,227295935103.279
"Lemna minor",77,99,159695,480,167,87591,250,83,264111431560.664,158623219331.357
"Lemna minuta",122,160,139539,376,132,90492,226,83,268506155717.476,189290866282.393
"Lemna trisulca",42,54,111591,258,92,34519,80,30,63914241977.8044,34239137607.7403
"Lemna turionifera",39,43,326009,581,181,142610,314,110,280455090230.781,153720752484.263
"Lemna valdiviana",38,50,239354,519,171,83687,187,69,208601743666.393,100525388868.749
"Lepechinia calycina",368,590,103495,264,90,72791,168,62,110249679032.961,100664654569.267
"Lepechinia cardiophylla",25,51,17583,131,63,1319,6,3,650365811.398373,1591403052.21673
"Lepechinia fragrans",73,155,31155,157,67,7103,30,13,8001753335.17394,9608126213.19177
"Lepechinia ganderi",24,82,57545,231,95,703,4,4,104076872.938771,927665153.926417
"Lepechinia rossii",14,31,6977,88,40,766,6,4,124904924.526805,1065660148.65284
"Lepidium acutidens",99,151,186134,478,149,84311,184,65,155554673275.167,93916564753.4807
"Lepidium densiflorum",61,79,249826,518,159,114338,257,94,291090746167.985,158237964529.637
"Lepidium dictyotum",184,288,242446,465,145,149609,300,102,227574388673.04,176065846330.85
"Lepidium flavum",326,514,90086,178,60,60051,112,37,72595649616.0713,65257984430.0098
"Lepidium fremontii",591,917,191518,298,96,143883,209,64,114215628864.178,134782959105.068
"Lepidium jaredii",31,70,99661,288,96,7711,25,11,6339639257.67581,6595796052.02477
"Lepidium lasiocarpum",787,1006,209987,334,110,162146,249,81,242773137720.819,214336270347.592
"Lepidium latipes",151,240,95673,339,128,71970,177,63,146024246053.005,114164319472.61
"Lepidium montanum",65,130,109980,272,96,21818,66,27,90318888137.546,29600309304.3028
"Lepidium nitidum",863,1243,264812,529,165,243721,443,138,320338878726.58,349318363747.862
"Lepidium oblongum",73,110,29943,157,67,14954,65,30,56051462245.4811,38544366978.8627
"Lepidium oxycarpum",42,64,73532,286,105,27085,70,25,38369615404.7026,27874221097.1815
"Lepidium ramosissimum",13,14,238340,498,158,6959,22,8,7003506115.50625,5734857253.29164
"Lepidium strictum",261,318,243436,488,159,206007,348,111,202002188091.42,217972939473.889
"Lepidium thurberi",2,2,148665,259,86,634,6,4,0,618033988.749908
"Lepidium virginicum",849,1191,157440,433,148,137382,380,134,374294618802.46,374478694890.537
"Lepidospartum latisquamum",45,116,62838,197,77,3627,24,15,41532184593.4267,9106055802.38751
"Lepidospartum squamatum",556,863,225147,434,131,154859,285,86,167036836472.958,167676348039.191
"Leptochloa dubia",5,9,49519,203,80,613,4,2,13372948.1597959,572902174.967625
"Leptochloa fusca",488,718,275797,476,142,237303,437,133,291418750307.681,307536141914.933
"Leptochloa panicea",22,42,60761,126,41,13449,36,14,31470598549.3282,14944558117.395
"Leptochloa viscida",6,7,193499,301,95,2713,15,7,726758279.296997,1936149623.61515
"Leptosiphon acicularis",101,128,91246,245,90,34359,78,27,30871143752.2558,36274680936.0621
"Leptosiphon ambiguus",107,210,77721,301,113,20435,46,18,12752331250.1869,17270340470.329
"Leptosiphon androsaceus",172,226,118775,305,105,51195,105,36,35903988395.8943,46384023301.6685
"Leptosiphon aureus",426,539,149404,274,87,86970,155,47,93011398497.6629,87657655721.459
"Leptosiphon bicolor",256,317,183255,402,143,133895,266,91,152593151959.785,164924146837.177
"Leptosiphon bolanderi",166,213,114742,291,102,91975,191,61,122367310490.584,113488693820.32
"Leptosiphon breviculus",289,434,109724,367,122,17215,36,13,14230285680.7645,16148197528.1207
"Leptosiphon ciliatus",634,831,232498,412,140,226956,397,131,273725959090.464,313730264091.399
"Leptosiphon croceus",10,14,1599,35,19,600,9,5,1563401549.08075,2834949954.40508
"Leptosiphon filipes",95,110,88443,255,95,50839,115,43,66532709249.464,54253757485.9039
"Leptosiphon floribundus",143,238,237669,466,153,22154,49,17,16774388181.9688,20175449954.8517
"Leptosiphon grandiflorus",73,122,64576,235,90,20203,52,22,24216978853.6371,22248675450.9753
"Leptosiphon harknessii",212,293,135998,260,88,119485,205,67,147909879618.99,133714494945.711
"Leptosiphon jepsonii",30,40,40695,156,55,6067,23,9,8345246022.01532,6994077221.56804
"Leptosiphon latisectus",78,95,104108,280,100,31002,63,25,31944766186.5335,27052160637.7492
"Leptosiphon lemmonii",126,183,132700,335,110,14947,38,12,13669512106.6538,16984023589.5781
"Leptosiphon liniflorus",395,527,301547,514,153,209413,323,95,190782633356.437,186024556036.762
"Leptosiphon montanus",141,174,103661,278,94,31161,72,23,31365551944.3362,32726911937.0745
"Leptosiphon nudatus",45,57,133048,375,128,12592,31,12,7872262971.95143,10427251979.8988
"Leptosiphon nuttallii",96,129,59325,173,68,23581,71,30,99867760415.8572,46160426194.4922
"Leptosiphon oblanceolatus",34,50,17015,59,25,6353,20,13,7102596417.61589,6855664248.63645
"Leptosiphon pachyphyllus",83,98,92330,194,68,25937,60,23,21031836110.9142,21352785265.1233
"Leptosiphon parviflorus",724,917,257170,457,148,214349,361,120,224154682269.517,248196712171.104
"Leptosiphon pygmaeus",142,180,191656,414,137,94106,187,67,114826351294.062,102469461797.499
"Leptosiphon rattanii",40,63,69133,194,72,9641,23,10,4877598015.44946,7123153924.47579
"Leptosiphon rosaceus",1,1,623355,744,213,196,2,2,0,309016994.374989
"Leptosiphon septentrionalis",12,17,61028,146,59,12332,36,14,17846100327.2419,9740198864.30915
"Leptosiphon serrulatus",14,20,117295,340,119,4461,18,7,5004703655.34976,5743319870.15672
"Leptosyne bigelovii",558,780,201262,355,108,136002,233,71,113852961056.541,129389314351.917
"Leptosyne californica",308,462,199460,364,108,71779,147,49,88691884177.125,78706546431.3288
"Leptosyne calliopsidea",175,270,160198,296,93,72115,137,46,110340909737.675,77502573766.2168
"Leptosyne douglasii",37,51,162521,343,114,23042,54,21,28268962383.7324,19087663191.3003
"Leptosyne gigantea",109,260,20433,91,39,8485,41,23,18963479522.5869,19258120282.6323
"Leptosyne hamiltonii",19,44,54316,281,109,2345,9,4,723815114.013711,2132698005.90695
"Leptosyne maritima",44,87,2009,30,20,1198,8,4,479440062.779884,3200616570.72671
"Leptosyne stillmanii",31,50,145740,359,125,31930,79,33,43823614666.4606,25621137609.3415
"Lessingia arachnoidea",12,66,12373,114,45,1192,6,4,261229460.756071,1319812904.31557
"Lessingia germanorum",17,73,536,15,11,325,4,2,834830864.900727,1424247010.38713
"Lessingia glandulifera",577,896,304225,540,164,214997,335,104,228762104083.141,221946576066.839
"Lessingia hololeuca",60,124,78142,242,88,21092,52,20,20975154055.9945,18538523536.4883
"Lessingia leptoclada",200,369,118739,282,97,31640,73,26,31635588089.6933,35711525561.8028
"Lessingia micradenia",26,56,48829,198,77,3467,13,6,1735171494.26472,2714005840.18758
"Lessingia nana",29,42,45528,139,57,11008,33,15,7399011105.46561,8907180758.05781
"Lessingia nemaclada",252,390,159889,322,114,119841,233,79,144033046251.707,149495410148.156
"Lessingia pectinata",143,230,161397,401,128,73341,144,45,71257706116.137,72556810836.6217
"Lessingia ramulosa",83,140,78896,210,80,16986,44,18,13691696809.5151,15319557907.8936
"Lessingia tenuis",83,152,161936,402,142,21930,68,27,29982971800.146,24536346858.0107
"Lessingia virgata",38,61,47062,136,54,15863,39,17,10867337501.4476,13001230101.273
"Leucocrinum montanum",35,46,49713,143,58,19834,50,17,21534105394.4236,18503672829.2566
